YearStart,YearEnd,LocationAbbr,LocationDesc,Data_Value,Race/Ethnicity,GeoLocation,Stratification1,StratificationCategoryId1,StratificationID1
2014,2014,IN,Indiana,39.2,American Indian/Alaska Native,"(39.766910452000445, -86.14996019399968)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,IN,Indiana,30.1,2 or more races,"(39.766910452000445, -86.14996019399968)",2 or more races,RACE,RACE2PLUS
2014,2014,IN,Indiana,,Other,"(39.766910452000445, -86.14996019399968)",Other,RACE,RACEOTH
2015,2015,IN,Indiana,,American Indian/Alaska Native,"(39.766910452000445, -86.14996019399968)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,IN,Indiana,,Hawaiian/Pacific Islander,"(39.766910452000445, -86.14996019399968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,IN,Indiana,,Other,"(39.766910452000445, -86.14996019399968)",Other,RACE,RACEOTH
2015,2015,IN,Indiana,5.4,Asian,"(39.766910452000445, -86.14996019399968)",Asian,RACE,RACEASN
2015,2015,IN,Indiana,28.5,Hispanic,"(39.766910452000445, -86.14996019399968)",Hispanic,RACE,RACEHIS
2015,2015,IN,Indiana,30.8,Non-Hispanic White,"(39.766910452000445, -86.14996019399968)",Non-Hispanic White,RACE,RACEWHT
2015,2015,IN,Indiana,33.4,2 or more races,"(39.766910452000445, -86.14996019399968)",2 or more races,RACE,RACE2PLUS
2015,2015,IN,Indiana,40.9,Non-Hispanic Black,"(39.766910452000445, -86.14996019399968)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,IA,Iowa,29.2,Non-Hispanic White,"(42.46940091300047, -93.81649055599968)",Non-Hispanic White,RACE,RACEWHT
2011,2011,IA,Iowa,27.8,Non-Hispanic Black,"(42.46940091300047, -93.81649055599968)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,IA,Iowa,33.2,Hispanic,"(42.46940091300047, -93.81649055599968)",Hispanic,RACE,RACEHIS
2011,2011,IA,Iowa,3,Asian,"(42.46940091300047, -93.81649055599968)",Asian,RACE,RACEASN
2011,2011,IA,Iowa,,Hawaiian/Pacific Islander,"(42.46940091300047, -93.81649055599968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,IA,Iowa,,American Indian/Alaska Native,"(42.46940091300047, -93.81649055599968)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,IA,Iowa,33.7,2 or more races,"(42.46940091300047, -93.81649055599968)",2 or more races,RACE,RACE2PLUS
2011,2011,IA,Iowa,,Other,"(42.46940091300047, -93.81649055599968)",Other,RACE,RACEOTH
2012,2012,IA,Iowa,5.4,Asian,"(42.46940091300047, -93.81649055599968)",Asian,RACE,RACEASN
2012,2012,IA,Iowa,30.2,Non-Hispanic White,"(42.46940091300047, -93.81649055599968)",Non-Hispanic White,RACE,RACEWHT
2012,2012,IA,Iowa,45.1,Non-Hispanic Black,"(42.46940091300047, -93.81649055599968)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,IA,Iowa,39.4,Hispanic,"(42.46940091300047, -93.81649055599968)",Hispanic,RACE,RACEHIS
2012,2012,IA,Iowa,,Hawaiian/Pacific Islander,"(42.46940091300047, -93.81649055599968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,IA,Iowa,,American Indian/Alaska Native,"(42.46940091300047, -93.81649055599968)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,IA,Iowa,35.4,2 or more races,"(42.46940091300047, -93.81649055599968)",2 or more races,RACE,RACE2PLUS
2012,2012,IA,Iowa,,Other,"(42.46940091300047, -93.81649055599968)",Other,RACE,RACEOTH
2013,2013,IA,Iowa,31,Non-Hispanic White,"(42.46940091300047, -93.81649055599968)",Non-Hispanic White,RACE,RACEWHT
2013,2013,IA,Iowa,45.2,Non-Hispanic Black,"(42.46940091300047, -93.81649055599968)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,IA,Iowa,39.4,Hispanic,"(42.46940091300047, -93.81649055599968)",Hispanic,RACE,RACEHIS
2013,2013,IA,Iowa,,Asian,"(42.46940091300047, -93.81649055599968)",Asian,RACE,RACEASN
2013,2013,IA,Iowa,,Hawaiian/Pacific Islander,"(42.46940091300047, -93.81649055599968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,IA,Iowa,,American Indian/Alaska Native,"(42.46940091300047, -93.81649055599968)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,IA,Iowa,,2 or more races,"(42.46940091300047, -93.81649055599968)",2 or more races,RACE,RACE2PLUS
2013,2013,IA,Iowa,,Other,"(42.46940091300047, -93.81649055599968)",Other,RACE,RACEOTH
2014,2014,IA,Iowa,31.4,Non-Hispanic White,"(42.46940091300047, -93.81649055599968)",Non-Hispanic White,RACE,RACEWHT
2014,2014,IA,Iowa,31.4,Non-Hispanic Black,"(42.46940091300047, -93.81649055599968)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,IA,Iowa,27.9,Hispanic,"(42.46940091300047, -93.81649055599968)",Hispanic,RACE,RACEHIS
2014,2014,IA,Iowa,6.2,Asian,"(42.46940091300047, -93.81649055599968)",Asian,RACE,RACEASN
2014,2014,IA,Iowa,,Hawaiian/Pacific Islander,"(42.46940091300047, -93.81649055599968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,IA,Iowa,,American Indian/Alaska Native,"(42.46940091300047, -93.81649055599968)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,IA,Iowa,24,2 or more races,"(42.46940091300047, -93.81649055599968)",2 or more races,RACE,RACE2PLUS
2014,2014,IA,Iowa,,Other,"(42.46940091300047, -93.81649055599968)",Other,RACE,RACEOTH
2015,2015,IA,Iowa,,2 or more races,"(42.46940091300047, -93.81649055599968)",2 or more races,RACE,RACE2PLUS
2015,2015,IA,Iowa,,American Indian/Alaska Native,"(42.46940091300047, -93.81649055599968)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,IA,Iowa,,Asian,"(42.46940091300047, -93.81649055599968)",Asian,RACE,RACEASN
2015,2015,IA,Iowa,,Hawaiian/Pacific Islander,"(42.46940091300047, -93.81649055599968)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,IA,Iowa,,Other,"(42.46940091300047, -93.81649055599968)",Other,RACE,RACEOTH
2015,2015,IA,Iowa,29.5,Non-Hispanic Black,"(42.46940091300047, -93.81649055599968)",Non-Hispanic Black,RACE,RACEBLK
2015,2015,IA,Iowa,32.5,Non-Hispanic White,"(42.46940091300047, -93.81649055599968)",Non-Hispanic White,RACE,RACEWHT
2015,2015,IA,Iowa,34.9,Hispanic,"(42.46940091300047, -93.81649055599968)",Hispanic,RACE,RACEHIS
2011,2011,KS,Kansas,29.1,Non-Hispanic White,"(38.34774030000045, -98.20078122699965)",Non-Hispanic White,RACE,RACEWHT
2011,2011,KS,Kansas,40.9,Non-Hispanic Black,"(38.34774030000045, -98.20078122699965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,KS,Kansas,30.5,Hispanic,"(38.34774030000045, -98.20078122699965)",Hispanic,RACE,RACEHIS
2011,2011,KS,Kansas,8.9,Asian,"(38.34774030000045, -98.20078122699965)",Asian,RACE,RACEASN
2011,2011,KS,Kansas,,Hawaiian/Pacific Islander,"(38.34774030000045, -98.20078122699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,KS,Kansas,32.8,American Indian/Alaska Native,"(38.34774030000045, -98.20078122699965)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,KS,Kansas,33.5,2 or more races,"(38.34774030000045, -98.20078122699965)",2 or more races,RACE,RACE2PLUS
2011,2011,KS,Kansas,32.6,Other,"(38.34774030000045, -98.20078122699965)",Other,RACE,RACEOTH
2012,2012,KS,Kansas,29,Non-Hispanic White,"(38.34774030000045, -98.20078122699965)",Non-Hispanic White,RACE,RACEWHT
2012,2012,KS,Kansas,36.1,Non-Hispanic Black,"(38.34774030000045, -98.20078122699965)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,KS,Kansas,35.9,Hispanic,"(38.34774030000045, -98.20078122699965)",Hispanic,RACE,RACEHIS
2012,2012,KS,Kansas,11,Asian,"(38.34774030000045, -98.20078122699965)",Asian,RACE,RACEASN
2012,2012,KS,Kansas,,Hawaiian/Pacific Islander,"(38.34774030000045, -98.20078122699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,KS,Kansas,35.1,American Indian/Alaska Native,"(38.34774030000045, -98.20078122699965)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,KS,Kansas,35,2 or more races,"(38.34774030000045, -98.20078122699965)",2 or more races,RACE,RACE2PLUS
2012,2012,KS,Kansas,,Other,"(38.34774030000045, -98.20078122699965)",Other,RACE,RACEOTH
2013,2013,KS,Kansas,29.4,Non-Hispanic White,"(38.34774030000045, -98.20078122699965)",Non-Hispanic White,RACE,RACEWHT
2013,2013,KS,Kansas,40.5,Non-Hispanic Black,"(38.34774030000045, -98.20078122699965)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,KS,Kansas,33.6,Hispanic,"(38.34774030000045, -98.20078122699965)",Hispanic,RACE,RACEHIS
2013,2013,KS,Kansas,9.1,Asian,"(38.34774030000045, -98.20078122699965)",Asian,RACE,RACEASN
2013,2013,KS,Kansas,,Hawaiian/Pacific Islander,"(38.34774030000045, -98.20078122699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,KS,Kansas,36.8,American Indian/Alaska Native,"(38.34774030000045, -98.20078122699965)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,KS,Kansas,31,2 or more races,"(38.34774030000045, -98.20078122699965)",2 or more races,RACE,RACE2PLUS
2013,2013,KS,Kansas,27.8,Other,"(38.34774030000045, -98.20078122699965)",Other,RACE,RACEOTH
2014,2014,KS,Kansas,30.5,Non-Hispanic White,"(38.34774030000045, -98.20078122699965)",Non-Hispanic White,RACE,RACEWHT
2014,2014,KS,Kansas,42.1,Non-Hispanic Black,"(38.34774030000045, -98.20078122699965)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,KS,Kansas,33,Hispanic,"(38.34774030000045, -98.20078122699965)",Hispanic,RACE,RACEHIS
2014,2014,KS,Kansas,11.1,Asian,"(38.34774030000045, -98.20078122699965)",Asian,RACE,RACEASN
2014,2014,KS,Kansas,,Hawaiian/Pacific Islander,"(38.34774030000045, -98.20078122699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,KS,Kansas,35.2,American Indian/Alaska Native,"(38.34774030000045, -98.20078122699965)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,KS,Kansas,33.9,2 or more races,"(38.34774030000045, -98.20078122699965)",2 or more races,RACE,RACE2PLUS
2014,2014,KS,Kansas,,Other,"(38.34774030000045, -98.20078122699965)",Other,RACE,RACEOTH
2015,2015,KS,Kansas,,Hawaiian/Pacific Islander,"(38.34774030000045, -98.20078122699965)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,KS,Kansas,,Other,"(38.34774030000045, -98.20078122699965)",Other,RACE,RACEOTH
2015,2015,KS,Kansas,10.9,Asian,"(38.34774030000045, -98.20078122699965)",Asian,RACE,RACEASN
2015,2015,KS,Kansas,33.4,Non-Hispanic White,"(38.34774030000045, -98.20078122699965)",Non-Hispanic White,RACE,RACEWHT
2015,2015,KS,Kansas,38.6,American Indian/Alaska Native,"(38.34774030000045, -98.20078122699965)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,KS,Kansas,39.7,Hispanic,"(38.34774030000045, -98.20078122699965)",Hispanic,RACE,RACEHIS
2015,2015,KS,Kansas,40.5,2 or more races,"(38.34774030000045, -98.20078122699965)",2 or more races,RACE,RACE2PLUS
2015,2015,KS,Kansas,45.6,Non-Hispanic Black,"(38.34774030000045, -98.20078122699965)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,KY,Kentucky,29.5,Non-Hispanic White,"(37.645970271000465, -84.77497104799966)",Non-Hispanic White,RACE,RACEWHT
2011,2011,KY,Kentucky,43.2,Non-Hispanic Black,"(37.645970271000465, -84.77497104799966)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,KY,Kentucky,22.2,Hispanic,"(37.645970271000465, -84.77497104799966)",Hispanic,RACE,RACEHIS
2011,2011,KY,Kentucky,,Asian,"(37.645970271000465, -84.77497104799966)",Asian,RACE,RACEASN
2011,2011,KY,Kentucky,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,KY,Kentucky,25.9,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,KY,Kentucky,45.2,2 or more races,"(37.645970271000465, -84.77497104799966)",2 or more races,RACE,RACE2PLUS
2011,2011,KY,Kentucky,47.1,Other,"(37.645970271000465, -84.77497104799966)",Other,RACE,RACEOTH
2012,2012,KY,Kentucky,30.6,Non-Hispanic White,"(37.645970271000465, -84.77497104799966)",Non-Hispanic White,RACE,RACEWHT
2012,2012,KY,Kentucky,42,Non-Hispanic Black,"(37.645970271000465, -84.77497104799966)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,KY,Kentucky,22.2,Hispanic,"(37.645970271000465, -84.77497104799966)",Hispanic,RACE,RACEHIS
2012,2012,KY,Kentucky,,Asian,"(37.645970271000465, -84.77497104799966)",Asian,RACE,RACEASN
2012,2012,KY,Kentucky,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,KY,Kentucky,42.7,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,KY,Kentucky,27.1,2 or more races,"(37.645970271000465, -84.77497104799966)",2 or more races,RACE,RACE2PLUS
2012,2012,KY,Kentucky,,Other,"(37.645970271000465, -84.77497104799966)",Other,RACE,RACEOTH
2013,2013,KY,Kentucky,32.8,Non-Hispanic White,"(37.645970271000465, -84.77497104799966)",Non-Hispanic White,RACE,RACEWHT
2013,2013,KY,Kentucky,40.9,Non-Hispanic Black,"(37.645970271000465, -84.77497104799966)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,KY,Kentucky,29.2,Hispanic,"(37.645970271000465, -84.77497104799966)",Hispanic,RACE,RACEHIS
2013,2013,KY,Kentucky,,Asian,"(37.645970271000465, -84.77497104799966)",Asian,RACE,RACEASN
2013,2013,KY,Kentucky,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,KY,Kentucky,43.1,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,KY,Kentucky,34,2 or more races,"(37.645970271000465, -84.77497104799966)",2 or more races,RACE,RACE2PLUS
2013,2013,KY,Kentucky,,Other,"(37.645970271000465, -84.77497104799966)",Other,RACE,RACEOTH
2014,2014,KY,Kentucky,31.3,Non-Hispanic White,"(37.645970271000465, -84.77497104799966)",Non-Hispanic White,RACE,RACEWHT
2014,2014,KY,Kentucky,42.9,Non-Hispanic Black,"(37.645970271000465, -84.77497104799966)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,KY,Kentucky,18.5,Hispanic,"(37.645970271000465, -84.77497104799966)",Hispanic,RACE,RACEHIS
2014,2014,KY,Kentucky,,Asian,"(37.645970271000465, -84.77497104799966)",Asian,RACE,RACEASN
2014,2014,KY,Kentucky,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,KY,Kentucky,24,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,KY,Kentucky,37,2 or more races,"(37.645970271000465, -84.77497104799966)",2 or more races,RACE,RACE2PLUS
2014,2014,KY,Kentucky,,Other,"(37.645970271000465, -84.77497104799966)",Other,RACE,RACEOTH
2015,2015,KY,Kentucky,,Asian,"(37.645970271000465, -84.77497104799966)",Asian,RACE,RACEASN
2015,2015,KY,Kentucky,,Hawaiian/Pacific Islander,"(37.645970271000465, -84.77497104799966)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,KY,Kentucky,,Other,"(37.645970271000465, -84.77497104799966)",Other,RACE,RACEOTH
2015,2015,KY,Kentucky,17.4,2 or more races,"(37.645970271000465, -84.77497104799966)",2 or more races,RACE,RACE2PLUS
2015,2015,KY,Kentucky,25.8,Hispanic,"(37.645970271000465, -84.77497104799966)",Hispanic,RACE,RACEHIS
2015,2015,KY,Kentucky,30.5,American Indian/Alaska Native,"(37.645970271000465, -84.77497104799966)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,KY,Kentucky,34.5,Non-Hispanic White,"(37.645970271000465, -84.77497104799966)",Non-Hispanic White,RACE,RACEWHT
2015,2015,KY,Kentucky,44.3,Non-Hispanic Black,"(37.645970271000465, -84.77497104799966)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,LA,Louisiana,31,Non-Hispanic White,"(31.31266064400046, -92.44568007099969)",Non-Hispanic White,RACE,RACEWHT
2011,2011,LA,Louisiana,39.4,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,LA,Louisiana,37.4,Hispanic,"(31.31266064400046, -92.44568007099969)",Hispanic,RACE,RACEHIS
2011,2011,LA,Louisiana,,Asian,"(31.31266064400046, -92.44568007099969)",Asian,RACE,RACEASN
2011,2011,LA,Louisiana,,Hawaiian/Pacific Islander,"(31.31266064400046, -92.44568007099969)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,LA,Louisiana,39.6,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,LA,Louisiana,23,2 or more races,"(31.31266064400046, -92.44568007099969)",2 or more races,RACE,RACE2PLUS
2011,2011,LA,Louisiana,25.1,Other,"(31.31266064400046, -92.44568007099969)",Other,RACE,RACEOTH
2012,2012,LA,Louisiana,30,Non-Hispanic White,"(31.31266064400046, -92.44568007099969)",Non-Hispanic White,RACE,RACEWHT
2012,2012,LA,Louisiana,45.4,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,LA,Louisiana,35.1,Hispanic,"(31.31266064400046, -92.44568007099969)",Hispanic,RACE,RACEHIS
2012,2012,LA,Louisiana,,Asian,"(31.31266064400046, -92.44568007099969)",Asian,RACE,RACEASN
2012,2012,LA,Louisiana,,Hawaiian/Pacific Islander,"(31.31266064400046, -92.44568007099969)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,LA,Louisiana,25.2,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,LA,Louisiana,30.9,2 or more races,"(31.31266064400046, -92.44568007099969)",2 or more races,RACE,RACE2PLUS
2012,2012,LA,Louisiana,25.6,Other,"(31.31266064400046, -92.44568007099969)",Other,RACE,RACEOTH
2013,2013,LA,Louisiana,30.2,Non-Hispanic White,"(31.31266064400046, -92.44568007099969)",Non-Hispanic White,RACE,RACEWHT
2013,2013,LA,Louisiana,40.7,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",Non-Hispanic Black,RACE,RACEBLK
2013,2013,LA,Louisiana,27.3,Hispanic,"(31.31266064400046, -92.44568007099969)",Hispanic,RACE,RACEHIS
2013,2013,LA,Louisiana,,Asian,"(31.31266064400046, -92.44568007099969)",Asian,RACE,RACEASN
2013,2013,LA,Louisiana,,Hawaiian/Pacific Islander,"(31.31266064400046, -92.44568007099969)",Hawaiian/Pacific Islander,RACE,RACEHPI
2013,2013,LA,Louisiana,,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",American Indian/Alaska Native,RACE,RACENAA
2013,2013,LA,Louisiana,,2 or more races,"(31.31266064400046, -92.44568007099969)",2 or more races,RACE,RACE2PLUS
2013,2013,LA,Louisiana,,Other,"(31.31266064400046, -92.44568007099969)",Other,RACE,RACEOTH
2014,2014,LA,Louisiana,31.3,Non-Hispanic White,"(31.31266064400046, -92.44568007099969)",Non-Hispanic White,RACE,RACEWHT
2014,2014,LA,Louisiana,43.4,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",Non-Hispanic Black,RACE,RACEBLK
2014,2014,LA,Louisiana,32.9,Hispanic,"(31.31266064400046, -92.44568007099969)",Hispanic,RACE,RACEHIS
2014,2014,LA,Louisiana,,Asian,"(31.31266064400046, -92.44568007099969)",Asian,RACE,RACEASN
2014,2014,LA,Louisiana,,Hawaiian/Pacific Islander,"(31.31266064400046, -92.44568007099969)",Hawaiian/Pacific Islander,RACE,RACEHPI
2014,2014,LA,Louisiana,26.9,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",American Indian/Alaska Native,RACE,RACENAA
2014,2014,LA,Louisiana,44.3,2 or more races,"(31.31266064400046, -92.44568007099969)",2 or more races,RACE,RACE2PLUS
2014,2014,LA,Louisiana,27.9,Other,"(31.31266064400046, -92.44568007099969)",Other,RACE,RACEOTH
2015,2015,LA,Louisiana,,American Indian/Alaska Native,"(31.31266064400046, -92.44568007099969)",American Indian/Alaska Native,RACE,RACENAA
2015,2015,LA,Louisiana,,Asian,"(31.31266064400046, -92.44568007099969)",Asian,RACE,RACEASN
2015,2015,LA,Louisiana,,Hawaiian/Pacific Islander,"(31.31266064400046, -92.44568007099969)",Hawaiian/Pacific Islander,RACE,RACEHPI
2015,2015,LA,Louisiana,,Other,"(31.31266064400046, -92.44568007099969)",Other,RACE,RACEOTH
2015,2015,LA,Louisiana,26.5,2 or more races,"(31.31266064400046, -92.44568007099969)",2 or more races,RACE,RACE2PLUS
2015,2015,LA,Louisiana,30.2,Hispanic,"(31.31266064400046, -92.44568007099969)",Hispanic,RACE,RACEHIS
2015,2015,LA,Louisiana,34.3,Non-Hispanic White,"(31.31266064400046, -92.44568007099969)",Non-Hispanic White,RACE,RACEWHT
2015,2015,LA,Louisiana,43.4,Non-Hispanic Black,"(31.31266064400046, -92.44568007099969)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,ME,Maine,27.9,Non-Hispanic White,"(45.254228894000505, -68.98503133599962)",Non-Hispanic White,RACE,RACEWHT
2011,2011,ME,Maine,15,Non-Hispanic Black,"(45.254228894000505, -68.98503133599962)",Non-Hispanic Black,RACE,RACEBLK
2011,2011,ME,Maine,30.3,Hispanic,"(45.254228894000505, -68.98503133599962)",Hispanic,RACE,RACEHIS
2011,2011,ME,Maine,,Asian,"(45.254228894000505, -68.98503133599962)",Asian,RACE,RACEASN
2011,2011,ME,Maine,,Hawaiian/Pacific Islander,"(45.254228894000505, -68.98503133599962)",Hawaiian/Pacific Islander,RACE,RACEHPI
2011,2011,ME,Maine,29,American Indian/Alaska Native,"(45.254228894000505, -68.98503133599962)",American Indian/Alaska Native,RACE,RACENAA
2011,2011,ME,Maine,29.9,2 or more races,"(45.254228894000505, -68.98503133599962)",2 or more races,RACE,RACE2PLUS
2011,2011,ME,Maine,,Other,"(45.254228894000505, -68.98503133599962)",Other,RACE,RACEOTH
2012,2012,ME,Maine,28.4,Non-Hispanic White,"(45.254228894000505, -68.98503133599962)",Non-Hispanic White,RACE,RACEWHT
2012,2012,ME,Maine,,Non-Hispanic Black,"(45.254228894000505, -68.98503133599962)",Non-Hispanic Black,RACE,RACEBLK
2012,2012,ME,Maine,24.6,Hispanic,"(45.254228894000505, -68.98503133599962)",Hispanic,RACE,RACEHIS
2012,2012,ME,Maine,,Asian,"(45.254228894000505, -68.98503133599962)",Asian,RACE,RACEASN
2012,2012,ME,Maine,,Hawaiian/Pacific Islander,"(45.254228894000505, -68.98503133599962)",Hawaiian/Pacific Islander,RACE,RACEHPI
2012,2012,ME,Maine,37.6,American Indian/Alaska Native,"(45.254228894000505, -68.98503133599962)",American Indian/Alaska Native,RACE,RACENAA
2012,2012,ME,Maine,30.3,2 or more races,"(45.254228894000505, -68.98503133599962)",2 or more races,RACE,RACE2PLUS
2012,2012,ME,Maine,,Other,"(45.254228894000505, -68.98503133599962)",Other,RACE,RACEOTH
